number,max_depth,min_samples_leaf,max_features,min_samples_split,value,std_err
65,8,5,sqrt,10,0.8128973314656022,0.007867909675710806
66,16,5,sqrt,10,0.8105240713300567,0.007187286859599241
67,32,5,sqrt,10,0.8153225479955628,0.007172240604123124
68,4,20,sqrt,10,0.7992986561512323,0.00737258995488722
69,8,20,sqrt,10,0.8132039416684885,0.007516693499974398
70,16,20,sqrt,10,0.8159866451823602,0.007130552658079776
71,32,20,sqrt,10,0.8164203798619715,0.007343162851330833
72,4,50,sqrt,10,0.7992008161877231,0.0074034989962761194
73,8,50,sqrt,10,0.8125317473812628,0.007566358989671947
74,16,50,sqrt,10,0.8141652024410059,0.007690711491510097
75,32,50,sqrt,10,0.813873571873912,0.007686337302384393
76,4,100,sqrt,10,0.7989502109294662,0.007394323131023774
77,8,100,sqrt,10,0.8105986996056712,0.0074800927488698835
78,16,100,sqrt,10,0.8126027319616845,0.007522027098658214
79,32,100,sqrt,10,0.8126206805343007,0.007578910359949412
80,4,1,log2,10,0.7984387440857429,0.007742246902415471
81,8,1,log2,10,0.810020566635088,0.007901693671168015
82,16,1,log2,10,0.7952225757956076,0.008304723703759575
83,32,1,log2,10,0.811567247768574,0.0068276993600921475
84,4,5,log2,10,0.79845885188514,0.007720463346275391
85,8,5,log2,10,0.8113398541982116,0.007732335799091237
86,16,5,log2,10,0.8123308043389662,0.007479555821428003
87,32,5,log2,10,0.8150371252054639,0.008047670071794301
88,4,20,log2,10,0.7984993373872816,0.007695168400823444
89,8,20,log2,10,0.8115897846980996,0.007853337395386118
90,16,20,log2,10,0.8170327905577013,0.007141656420398954
91,32,20,log2,10,0.8164342798843733,0.007110397646492641
92,4,50,log2,10,0.7986267317673541,0.0076391439279494145
93,8,50,log2,10,0.8116090827874538,0.007226773855914058
94,16,50,log2,10,0.8135290402506862,0.007655661359109299
95,32,50,log2,10,0.8132998923085643,0.007664613714226426
96,4,100,log2,10,0.79850743448771,0.007664039738365759
97,8,100,log2,10,0.8104078779389101,0.00753102897472483
98,16,100,log2,10,0.8126569825345543,0.007767532664521271
99,32,100,log2,10,0.8125521250840074,0.0077808351364249346
100,4,1,all,10,0.7863903936000518,0.009021240603865813
101,8,1,all,10,0.7719462460492897,0.008606449799515263
102,16,1,all,10,0.7470358539606967,0.007815428868227755
103,32,1,all,10,0.7630395705297933,0.008533837156535455
104,4,5,all,10,0.7863459944993698,0.009047393097946997
105,8,5,all,10,0.7733112822298335,0.008552084704549046
106,16,5,all,10,0.7592327862392477,0.00864752506500473
107,32,5,all,10,0.7736419813064941,0.007931236224000018
108,4,20,all,10,0.7864851296750633,0.009045593692163038
109,8,20,all,10,0.7802973255277286,0.008107425483290695
110,16,20,all,10,0.777293031365468,0.009225234195509217
111,32,20,all,10,0.7836356250826579,0.008506790187740188
112,4,50,all,10,0.7865239282812825,0.008558237373343073
113,8,50,all,10,0.7871738555423303,0.008974953791391346
114,16,50,all,10,0.7864980850357487,0.008246994964620188
115,32,50,all,10,0.7877160238918444,0.007875518067291552
116,4,100,all,10,0.7857246095173318,0.008522469192138497
117,8,100,all,10,0.7894348358852695,0.008605796872829244
118,16,100,all,10,0.788775664434566,0.007645461784495115
119,32,100,all,10,0.7899138468514425,0.007091169412605101
120,4,1,sqrt,50,0.7992209239871202,0.00740851585655722
121,8,1,sqrt,50,0.8117096217844391,0.007954564018928452
122,16,1,sqrt,50,0.8073344885196612,0.006800920911114003
123,32,1,sqrt,50,0.8120285125896416,0.00745129499479676
124,4,5,sqrt,50,0.7992032453178517,0.007395470530934164
125,8,5,sqrt,50,0.8124668356261623,0.007847425906117178
126,16,5,sqrt,50,0.8143290337730059,0.006141274099695584
127,32,5,sqrt,50,0.8163642399656683,0.006257416946048268
128,4,20,sqrt,50,0.7993049988799011,0.007369102420732479
129,8,20,sqrt,50,0.8132425378471969,0.007306953005184596
130,16,20,sqrt,50,0.8151797691246765,0.007318420639712641
131,32,20,sqrt,50,0.8149097308253914,0.007938362654181286
132,4,50,sqrt,50,0.7992008161877231,0.0074034989962761194
133,8,50,sqrt,50,0.8125317473812628,0.007566358989671947
134,16,50,sqrt,50,0.8141652024410059,0.007690711491510097
135,32,50,sqrt,50,0.813873571873912,0.007686337302384393
136,4,100,sqrt,50,0.7989502109294662,0.007394323131023774
137,8,100,sqrt,50,0.8105986996056712,0.0074800927488698835
138,16,100,sqrt,50,0.8126027319616845,0.007522027098658214
139,32,100,sqrt,50,0.8126206805343007,0.007578910359949412
140,4,1,log2,50,0.7984427926359571,0.0077373142435892455
141,8,1,log2,50,0.8102823728822708,0.007818889492215632
142,16,1,log2,50,0.8102779194770353,0.006702154744259273
143,32,1,log2,50,0.8136838298205412,0.00675435622313226
144,4,5,log2,50,0.7984723470525205,0.007715906762276514
145,8,5,log2,50,0.8107704930864257,0.007461967205918087
146,16,5,log2,50,0.8151284874886303,0.006605023337425636
147,32,5,log2,50,0.8150525096962777,0.006697308141699955
148,4,20,log2,50,0.7984971781605007,0.007694892536368118
149,8,20,log2,50,0.8116741294942281,0.00795412355549829
150,16,20,log2,50,0.81653522373638,0.00756995964199323
151,32,20,log2,50,0.8157352302140604,0.007900934379717763
152,4,50,log2,50,0.7986267317673541,0.0076391439279494145
153,8,50,log2,50,0.8116090827874538,0.007226773855914058
154,16,50,log2,50,0.8135290402506862,0.007655661359109299
155,32,50,log2,50,0.8132998923085643,0.007664613714226426
156,4,100,log2,50,0.79850743448771,0.007664039738365759
157,8,100,log2,50,0.8104078779389101,0.00753102897472483
158,16,100,log2,50,0.8126569825345543,0.007767532664521271
159,32,100,log2,50,0.8125521250840074,0.0077808351364249346
160,4,1,all,50,0.7863903936000518,0.009021240603865813
161,8,1,all,50,0.7723003592413556,0.008527732510029308
162,16,1,all,50,0.7522388482684351,0.007117959611740772
163,32,1,all,50,0.762037284448439,0.008046657162623053
164,4,5,all,50,0.7863459944993698,0.009047393097946997
165,8,5,all,50,0.773519917517537,0.008524662680305894
166,16,5,all,50,0.7637192546349152,0.008221249328366853
167,32,5,all,50,0.772494554699962,0.008106824040903696
168,4,20,all,50,0.7864851296750633,0.009045593692163038
169,8,20,all,50,0.7803483372604271,0.008156085025759877
170,16,20,all,50,0.7782491639743808,0.008907738917387983
171,32,20,all,50,0.7836429799488803,0.00830188097725432
172,4,50,all,50,0.7865239282812825,0.008558237373343073
173,8,50,all,50,0.7871738555423303,0.008974953791391346
174,16,50,all,50,0.7864980850357487,0.008246994964620188
175,32,50,all,50,0.7877160238918444,0.007875518067291552
176,4,100,all,50,0.7857246095173318,0.008522469192138497
177,8,100,all,50,0.7894348358852695,0.008605796872829244
178,16,100,all,50,0.788775664434566,0.007645461784495115
179,32,100,all,50,0.7899138468514425,0.007091169412605101
180,4,1,sqrt,150,0.7992377929463459,0.007401557956312954
181,8,1,sqrt,150,0.8131491512889234,0.007287038950999657
182,16,1,sqrt,150,0.8136440190767685,0.006828863674232688
183,32,1,sqrt,150,0.8122326944721096,0.007004486323531476
184,4,5,sqrt,150,0.7992248375856605,0.00739585017749097
185,8,5,sqrt,150,0.8130718239798328,0.007466063224436403
186,16,5,sqrt,150,0.8155800357891839,0.006785503514340608
187,32,5,sqrt,150,0.815353586880538,0.007129752634018381
188,4,20,sqrt,150,0.7993141755937199,0.007372717655138102
189,8,20,sqrt,150,0.8132596767097702,0.00720628846111186
190,16,20,sqrt,150,0.8143967795132563,0.0077874454647617
191,32,20,sqrt,150,0.8145500846146995,0.00791470722141661
192,4,50,sqrt,150,0.7991924491839473,0.007403031527560465
193,8,50,sqrt,150,0.8122669721972562,0.007729939601120842
194,16,50,sqrt,150,0.814159534470706,0.007393731817371649
195,32,50,sqrt,150,0.813771548408515,0.007559160524012544
196,4,100,sqrt,150,0.7989502109294662,0.007394323131023774
197,8,100,sqrt,150,0.8105986996056712,0.0074800927488698835
198,16,100,sqrt,150,0.8126027319616845,0.007522027098658214
199,32,100,sqrt,150,0.8126206805343007,0.007578910359949412
200,4,1,log2,150,0.7984319965020527,0.007705665991277943
201,8,1,log2,150,0.8112706239895493,0.0074797136906240465
202,16,1,log2,150,0.8144620961233783,0.006918297375348622
203,32,1,log2,150,0.8134446954545578,0.006726932733204728
204,4,5,log2,150,0.7984584470301186,0.007686586491559654
205,8,5,log2,150,0.8116452498360337,0.007206847009284184
206,16,5,log2,150,0.8143367260184128,0.007082393241896793
207,32,5,log2,150,0.8139363244022315,0.006774570979219307
208,4,20,log2,150,0.7985218743168071,0.007677958946746278
209,8,20,log2,150,0.8116109721108871,0.007259160783214719
210,16,20,log2,150,0.8140959722323436,0.007084220421751185
211,32,20,log2,150,0.8130854540988872,0.007288838168809958
212,4,50,log2,150,0.7986222783621185,0.007634816740854064
213,8,50,log2,150,0.8109945128649431,0.007516642715283379
214,16,50,log2,150,0.8133735759224622,0.006957694762755277
215,32,50,log2,150,0.8128716906475791,0.0070420997168749114
216,4,100,log2,150,0.79850743448771,0.007664039738365759
217,8,100,log2,150,0.8104078779389101,0.00753102897472483
218,16,100,log2,150,0.8126569825345543,0.007767532664521271
219,32,100,log2,150,0.8125521250840074,0.0077808351364249346
220,4,1,all,150,0.7863960615703517,0.009015861258439416
221,8,1,all,150,0.7768926297492867,0.007323902562438023
222,16,1,all,150,0.7657152573663372,0.006400241770822457
223,32,1,all,150,0.7659651203903882,0.006597251673713573
224,4,5,all,150,0.7863511226629744,0.009044911141838308
225,8,5,all,150,0.7775684677317053,0.007457417110333346
226,16,5,all,150,0.7731849674631515,0.006798826186076632
227,32,5,all,150,0.7754714536724399,0.006802196892932404
228,4,20,all,150,0.7864933617271656,0.009043255324519021
229,8,20,all,150,0.7828105305490104,0.007643549988927383
230,16,20,all,150,0.7819553417921042,0.007854543963860197
231,32,20,all,150,0.7838966890956349,0.007575616339739862
232,4,50,all,150,0.7865220389578492,0.008556289346660107
233,8,50,all,150,0.7872318847620667,0.008965453781630313
234,16,50,all,150,0.786279193420836,0.008288503393758744
235,32,50,all,150,0.7872482813904341,0.007806219463375622
236,4,100,all,150,0.7857246095173318,0.008522469192138497
237,8,100,all,150,0.7894348358852695,0.008605796872829244
238,16,100,all,150,0.788775664434566,0.007645461784495115
239,32,100,all,150,0.7899138468514425,0.007091169412605101
